PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
14851,,,Damion,Square,DT,Inactive,"6'2""",293,1989-02-06T00:00:00,Alabama,4,DL,False,DEF,Damion Square,34.0,9th Season,"February 6, 1989",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14851.png,,LAR,0,D.Square,,Scrambled,Scrambled,,,,PHI,2013.0,,,True,6,2,14,,Scrambled,,302301.0,fc28047a-18cf-4431-9e1b-317db75c4495,,9118.0,465620.0,40817.0,18898.0,,,27056.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8292197.0,http://cdn.usatsimg.com/api/download/?imageID=17255830,http://cdn.usatsimg.com/api/download/?imageID=17255829,2021-11-29T12:53:53,2021-11-29T12:53:37
14854,,,Brad,Wing,P,Inactive,"6'2""",205,1991-01-27T00:00:00,LSU,2,P,False,ST,Brad Wing,32.0,5th Season,"January 27, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14854.png,,LAR,0,B.Wing,,Scrambled,Scrambled,,,,PHI,2013.0,,,True,6,2,14,19.0,Scrambled,,302813.0,97d1bb60-84c7-4ef3-8427-c882e8091781,,9576.0,540529.0,47927.0,19031.0,,,27059.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8315498.0,http://cdn.usatsimg.com/api/download/?imageID=8080827,http://cdn.usatsimg.com/api/download/?imageID=10485304,2014-09-12T20:04:23,2017-12-18T18:39:13
14855,NYG,,Matt,Barkley,QB,Practice Squad,"6'2""",234,1990-09-08T00:00:00,USC,5,QB,True,OFF,Matt Barkley,33.0,11th Season,"September 8, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14855.png,13.0,GB,14,M.Barkley,509.5,Scrambled,Scrambled,,,NYG,PHI,2013.0,2.0,67.0,False,6,2,12,5.0,Scrambled,3137.0,302773.0,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,7421.0,8004.0,494493.0,41097.0,14977.0,29605.0,494493.0,26721.0,Scrambled,Scrambled,,Scrambled,Matt Barkley,Matt Barkley,Matt Barkley,1.0,Scrambled,Scrambled,False,4160.0,3137.0,14.0,23.0,23,494493.0,Matt Barkley,8322298.0,http://cdn.usatsimg.com/api/download/?imageID=16653375,http://cdn.usatsimg.com/api/download/?imageID=16663618,2021-08-30T11:54:17,2021-09-01T08:46:16
14856,,,Zach,Ertz,TE,Inactive,"6'5""",250,1990-11-10T00:00:00,Stanford,5,TE,False,OFF,Zach Ertz,33.0,11th Season,"November 10, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14856.png,,PIT,0,Z.Ertz,149.4,Scrambled,Scrambled,,,,PHI,2013.0,1.0,24.0,False,6,5,6,11.0,Scrambled,,301466.0,de3421f7-2147-4835-89a5-724e87bad463,8409.0,8781.0,503177.0,42604.0,18488.0,29780.0,503177.0,26658.0,Scrambled,Scrambled,,Scrambled,Zach Ertz,Zach Ertz,Zach Ertz,,Scrambled,Scrambled,False,,,,,0,503177.0,Zach Ertz,8277393.0,http://cdn.usatsimg.com/api/download/?imageID=21373110,http://cdn.usatsimg.com/api/download/?imageID=21373109,2023-09-08T21:55:50,2023-09-08T21:55:46
14857,PHI,65.0,Lane,Johnson,OT,Active,"6'6""",325,1990-05-08T00:00:00,Oklahoma,5,OL,True,OFF,Lane Johnson,33.0,11th Season,"May 8, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14857.png,10.0,SEA,15,L.Johnson,,Scrambled,Scrambled,0.0,74.0,PHI,PHI,2013.0,0.0,2.0,False,6,6,20,,Scrambled,,300624.0,3edf64e6-603b-4437-a3be-53fe030c6f56,8393.0,8728.0,513943.0,40673.0,18628.0,,,26627.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,26.0,26,,,8250459.0,http://cdn.usatsimg.com/api/download/?imageID=21316625,http://cdn.usatsimg.com/api/download/?imageID=21330409,2023-08-31T21:01:34,2023-09-02T13:38:31
14860,BUF,21.0,Jordan,Poyer,S,Active,"6'0""",191,1991-04-25T00:00:00,Oregon State,5,DB,True,DEF,Jordan Poyer,32.0,11th Season,"April 25, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14860.png,13.0,DAL,15,J.Poyer,,Scrambled,Scrambled,0.0,85.0,BUF,PHI,2013.0,3.0,149.0,False,6,0,1,,Scrambled,1705.0,300502.0,95fab6fa-3ee1-47d0-93ad-c7ff41744be7,8448.0,8639.0,498183.0,41072.0,18802.0,,498183.0,26841.0,Scrambled,Scrambled,,Scrambled,,Jordan Poyer,,,Scrambled,Scrambled,False,,,,4.0,4,,,8257535.0,http://cdn.usatsimg.com/api/download/?imageID=21378680,http://cdn.usatsimg.com/api/download/?imageID=21378677,2023-09-09T10:57:30,2023-09-09T10:57:25
14865,CLE,3.0,Marquise,Goodwin,WR,Active,"5'9""",185,1990-11-19T00:00:00,Texas,5,WR,True,OFF,Marquise Goodwin,33.0,10th Season,"November 19, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14865.png,5.0,CHI,15,M.Goodwin,502.0,Scrambled,Scrambled,0.0,3.0,CLE,BUF,2013.0,1.0,53.0,False,5,9,12,10.0,Scrambled,2046.0,301209.0,bf52ff53-35a6-4696-ac6d-3fa952dc2c87,8461.0,8807.0,507478.0,40163.0,18533.0,32243.0,507478.0,26701.0,Scrambled,Scrambled,,Scrambled,Marquise Goodwin,Marquise Goodwin,Marquise Goodwin,2.0,Scrambled,Scrambled,False,2864.0,2046.0,5.0,8.0,8,507478.0,Marquise Goodwin,8314171.0,http://cdn.usatsimg.com/api/download/?imageID=21952636,http://cdn.usatsimg.com/api/download/?imageID=21983590,2023-11-22T11:29:07,2023-11-27T17:24:12
14867,CLE,7.0,Dustin,Hopkins,K,Active,"6'2""",210,1990-10-01T00:00:00,Florida State,5,K,True,ST,Dustin Hopkins,33.0,10th Season,"October 1, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14867.png,5.0,CHI,15,D.Hopkins,203.9,Scrambled,Scrambled,0.0,136.0,CLE,BUF,2013.0,3.0,121.0,False,6,2,12,12.0,Scrambled,5320.0,300699.0,058c99fc-470c-4579-a165-03e043335cc1,8581.0,8896.0,509358.0,44596.0,18583.0,24912.0,509358.0,26800.0,Scrambled,Scrambled,,Scrambled,Dustin Hopkins,Dustin Hopkins,Dustin Hopkins,0.0,Scrambled,Scrambled,False,,,,8.0,8,,,8314180.0,http://cdn.usatsimg.com/api/download/?imageID=21373133,http://cdn.usatsimg.com/api/download/?imageID=21374996,2023-09-08T21:59:04,2023-09-09T00:05:57
14871,HOU,2.0,Robert,Woods,WR,Active,"6'0""",195,1992-04-10T00:00:00,USC,5,WR,True,OFF,Robert Woods,31.0,11th Season,"April 10, 1992",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14871.png,7.0,TEN,15,R.Woods,173.2,Scrambled,Scrambled,0.0,3.0,HOU,BUF,2013.0,1.0,28.0,False,6,0,7,16.0,Scrambled,2864.0,301072.0,618bedee-9259-4536-b0ff-fec98d2a20de,8407.0,8628.0,555693.0,48379.0,19039.0,29685.0,555693.0,26664.0,Scrambled,Scrambled,,Scrambled,Robert Woods,Robert Woods,Robert Woods,1.0,Scrambled,Scrambled,False,3751.0,2864.0,5.0,13.0,13,555693.0,Robert Woods,8314422.0,http://cdn.usatsimg.com/api/download/?imageID=21368322,http://cdn.usatsimg.com/api/download/?imageID=21368323,2023-09-08T08:33:17,2023-09-08T08:34:05
14885,,,Jamie,Collins Sr.,LB,Inactive,"6'3""",255,1989-10-20T00:00:00,Southern Mississipi,5,LB,False,DEF,Jamie Collins Sr.,34.0,10th Season,"October 20, 1989",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14885.png,,BUF,0,J.Collins Sr.,,Scrambled,Scrambled,,,,NE,2013.0,1.0,35.0,False,6,3,4,,Scrambled,,302064.0,ca760cb5-83dd-4415-acc8-ef8b508ba976,8499.0,8715.0,512963.0,42343.0,18434.0,,,26675.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8306232.0,http://cdn.usatsimg.com/api/download/?imageID=17256106,http://cdn.usatsimg.com/api/download/?imageID=17256107,2021-11-29T14:24:11,2021-11-29T14:24:43
14887,CLE,30.0,Duron,Harmon,S,Practice Squad,"6'0""",205,1991-01-24T00:00:00,Rutgers,5,DB,True,DEF,Duron Harmon,32.0,11th Season,"January 24, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14887.png,5.0,CHI,15,D.Harmon,,Scrambled,Scrambled,,,CLE,NE,2013.0,1.0,62.0,False,6,0,12,,Scrambled,,302945.0,a2802951-e573-4e8f-ad31-14b9ae5f8e7c,8523.0,8906.0,511863.0,41770.0,18555.0,,,26714.0,Scrambled,Scrambled,,Scrambled,,Duron Harmon,Duron Harmon,,Scrambled,Scrambled,False,,,,8.0,8,,,8315518.0,http://cdn.usatsimg.com/api/download/?imageID=16572894,http://cdn.usatsimg.com/api/download/?imageID=16581085,2021-08-16T14:50:02,2021-08-18T12:25:53
14888,SF,32.0,Logan,Ryan,S,Active,"5'11""",195,1991-02-09T00:00:00,Rutgers,5,DB,True,DEF,Logan Ryan,32.0,11th Season,"February 9, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14888.png,9.0,ARI,15,L.Ryan,,Scrambled,Scrambled,1.0,85.0,SF,NE,2013.0,1.0,57.0,False,5,11,19,,Scrambled,,300570.0,e829aa7e-04a7-425a-9717-c334ca9febe9,8516.0,8640.0,511881.0,41797.0,18850.0,,,26706.0,Scrambled,Scrambled,,Scrambled,,Logan Ryan,Logan Ryan,,Scrambled,Scrambled,False,,,,31.0,31,,,8325737.0,http://cdn.usatsimg.com/api/download/?imageID=16649383,http://cdn.usatsimg.com/api/download/?imageID=16649382,2021-08-29T13:50:10,2021-08-29T13:50:07
14890,,,Oday,Aboushi,G,Inactive,"6'5""",315,1991-06-05T00:00:00,Virginia,5,OL,False,OFF,Oday Aboushi,32.0,11th Season,"June 5, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14890.png,,SEA,0,O.Aboushi,,Scrambled,Scrambled,,,,NYJ,2013.0,2.0,96.0,False,6,5,20,,Scrambled,,302369.0,d46e3db5-f89f-4211-b8a7-baeb1a35df46,,8730.0,,41479.0,18324.0,,,26764.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8304825.0,http://cdn.usatsimg.com/api/download/?imageID=16697256,http://cdn.usatsimg.com/api/download/?imageID=16697257,2021-09-06T12:37:39,2021-09-06T12:37:42
14894,,,Sheldon,Richardson,DT,Inactive,"6'3""",294,1990-11-29T00:00:00,Missouri,5,DL,False,DEF,Sheldon Richardson,33.0,10th Season,"November 29, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14894.png,,CHI,0,S.Richardson,,Scrambled,Scrambled,,,,NYJ,2013.0,0.0,6.0,False,6,3,12,,Scrambled,,302196.0,81e211e1-547a-4475-bcf6-8c8ffde057f5,8314.0,8670.0,605269.0,54468.0,18825.0,,,26636.0,Scrambled,Scrambled,,Scrambled,,Sheldon Richardson,Sheldon Richardson,,Scrambled,Scrambled,False,,,,,0,,,8273958.0,http://cdn.usatsimg.com/api/download/?imageID=17256092,http://cdn.usatsimg.com/api/download/?imageID=17272259,2021-11-29T14:16:03,2021-12-02T06:51:03
14895,SEA,7.0,Geno,Smith,QB,Active,"6'3""",221,1990-10-10T00:00:00,West Virginia,5,QB,True,OFF,Geno Smith,33.0,11th Season,"October 10, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14895.png,5.0,PHI,15,G.Smith,75.0,Scrambled,Scrambled,0.0,0.0,SEA,NYJ,2013.0,1.0,27.0,False,6,3,21,22.0,Scrambled,3887.0,302766.0,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,8326.0,8743.0,513856.0,41907.0,18888.0,26483.0,513856.0,26662.0,Scrambled,Scrambled,2023-12-07T00:00:00,Scrambled,Geno Smith,Geno Smith,Geno Smith,1.0,Scrambled,Scrambled,True,,,19.0,30.0,30,513856.0,Geno Smith,8249225.0,http://cdn.usatsimg.com/api/download/?imageID=21729364,http://cdn.usatsimg.com/api/download/?imageID=21740271,2023-10-25T08:45:42,2023-10-26T18:25:32
14900,TB,66.0,Ryan,Jensen,C,Injured Reserve,"6'4""",319,1991-05-27T00:00:00,Colorado State-Pueblo,5,OL,True,OFF,Ryan Jensen,32.0,10th Season,"May 27, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14900.png,5.0,GB,15,R.Jensen,,Scrambled,Scrambled,,,TB,BAL,2013.0,3.0,138.0,False,6,4,12,,Scrambled,,300267.0,50287cd3-afea-47f4-aa56-98a82aa87cf0,8602.0,8981.0,715100.0,72351.0,18613.0,,,26826.0,Scrambled,Scrambled,2023-08-26T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,33.0,33,,,8257122.0,http://cdn.usatsimg.com/api/download/?imageID=21308989,http://cdn.usatsimg.com/api/download/?imageID=21308990,2023-08-30T20:17:14,2023-08-30T20:17:51
14901,SF,44.0,Kyle,Juszczyk,FB,Active,"6'2""",235,1991-04-23T00:00:00,Harvard,5,RB,True,OFF,Kyle Juszczyk,32.0,11th Season,"April 23, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14901.png,9.0,ARI,15,K.Juszczyk,253.0,Scrambled,Scrambled,0.0,1.0,SF,BAL,2013.0,2.0,89.0,False,6,2,19,21.0,Scrambled,2728.0,302851.0,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,8548.0,8930.0,501150.0,67576.0,18643.0,39428.0,501150.0,26753.0,Scrambled,Scrambled,,Scrambled,Kyle Juszczyk,Kyle Juszczyk,Kyle Juszczyk,1.0,Scrambled,Scrambled,False,2796.0,2728.0,5.0,31.0,31,501150.0,Kyle Juszczyk,8249704.0,http://cdn.usatsimg.com/api/download/?imageID=21312393,http://cdn.usatsimg.com/api/download/?imageID=21316140,2023-08-31T10:26:24,2023-08-31T19:17:25
14904,,,John,Simon,DE,Inactive,"6'2""",260,1990-10-14T00:00:00,Ohio State,5,DL,False,DEF,John Simon,33.0,10th Season,"October 14, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14904.png,,SEA,0,J.Simon,,Scrambled,Scrambled,,,,BAL,2013.0,2.0,88.0,False,6,2,20,,Scrambled,,302012.0,25a4ae85-e94b-4db1-b939-4c96f24ead11,8547.0,8711.0,509112.0,40396.0,6150.0,,,26752.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8291645.0,http://cdn.usatsimg.com/api/download/?imageID=17071031,http://cdn.usatsimg.com/api/download/?imageID=17074742,2021-10-31T21:27:54,2021-11-01T13:37:28
14906,,,Brandon,Williams,NT,Inactive,"6'1""",336,1989-02-21T00:00:00,Missouri Southern State,5,DL,False,DEF,Brandon Williams,34.0,11th Season,"February 21, 1989",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14906.png,,PHI,0,B.Williams,,Scrambled,Scrambled,,,,BAL,2013.0,1.0,64.0,False,6,1,21,,Scrambled,,302186.0,7963d8ea-c627-47cb-b46f-a917abb9e9d7,8438.0,8678.0,694815.0,72484.0,14223.0,,,26717.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8309445.0,http://cdn.usatsimg.com/api/download/?imageID=9601874,http://cdn.usatsimg.com/api/download/?imageID=10835492,2016-10-11T15:53:29,2018-05-14T09:00:36
14916,,,Giovani,Bernard,RB,Inactive,"5'9""",205,1991-11-22T00:00:00,North Carolina,5,RB,False,OFF,Giovani Bernard,32.0,11th Season,"November 22, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14916.png,,DAL,0,G.Bernard,491.0,Scrambled,Scrambled,,,,CIN,2013.0,1.0,25.0,False,5,9,1,2.0,Scrambled,,300031.0,24cf6148-f0af-4103-a215-e06956764953,8389.0,8622.0,546076.0,47388.0,18365.0,25290.0,546076.0,26660.0,Scrambled,Scrambled,,Scrambled,Giovani Bernard,Giovani Bernard,Giovani Bernard,,Scrambled,Scrambled,False,,,,,0,546076.0,Giovani Bernard,8274464.0,http://cdn.usatsimg.com/api/download/?imageID=16650607,http://cdn.usatsimg.com/api/download/?imageID=16650608,2021-08-29T18:52:47,2021-08-29T18:52:51
14917,,,Rex,Burkhead,RB,Inactive,"5'10""",215,1990-07-02T00:00:00,Nebraska,5,RB,False,OFF,Rex Burkhead,33.0,11th Season,"July 2, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14917.png,,IND,0,R.Burkhead,502.6,Scrambled,Scrambled,,,,CIN,2013.0,3.0,130.0,False,5,10,18,20.0,Scrambled,,300154.0,bd8052bd-0898-430b-99c9-2529e895ae79,8466.0,8765.0,498760.0,39976.0,18407.0,27338.0,498760.0,26813.0,Scrambled,Scrambled,,Scrambled,Rex Burkhead,Rex Burkhead,Rex Burkhead,,Scrambled,Scrambled,False,,,,,0,498760.0,Rex Burkhead,8274975.0,http://cdn.usatsimg.com/api/download/?imageID=18994990,http://cdn.usatsimg.com/api/download/?imageID=19001220,2022-09-06T16:47:45,2022-09-07T17:43:29
14922,,,Margus,Hunt,DE,Inactive,"6'8""",277,1987-07-14T00:00:00,Southern Methodist,5,DL,False,DEF,Margus Hunt,36.0,10th Season,"July 14, 1987",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14922.png,,MIN,0,M.Hunt,,Scrambled,Scrambled,,,,CIN,2013.0,1.0,36.0,False,6,8,5,,Scrambled,,301498.0,19269eae-f3f2-47ac-b755-843489f29f65,8427.0,8659.0,496205.0,45525.0,18588.0,,,26676.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8275911.0,http://cdn.usatsimg.com/api/download/?imageID=16550566,http://cdn.usatsimg.com/api/download/?imageID=16563349,2021-08-11T19:59:35,2021-08-14T12:37:39
14925,,,Shawn,Williams,SS,Inactive,"6'0""",212,1991-05-13T00:00:00,Georgia,5,DB,False,DEF,Shawn Williams,32.0,10th Season,"May 13, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14925.png,,NO,0,S.Williams,,Scrambled,Scrambled,,,,CIN,2013.0,1.0,57.0,False,6,0,3,,Scrambled,,302892.0,c9e9bbc5-2aeb-4f72-9b7c-1a688fb235fb,8517.0,8777.0,512112.0,40568.0,19018.0,,,26707.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8277296.0,http://cdn.usatsimg.com/api/download/?imageID=16568503,http://cdn.usatsimg.com/api/download/?imageID=16568502,2021-08-15T12:48:31,2021-08-15T12:48:27
14959,TEN,66.0,Chris,Hubbard,OL,Injured Reserve,"6'4""",295,1991-04-23T00:00:00,Alabama-Birmingham,5,OL,True,OFF,Chris Hubbard,32.0,10th Season,"April 23, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14959.png,7.0,MIA,14,C.Hubbard,,Scrambled,Scrambled,,,TEN,PIT,2013.0,,,True,6,4,5,,Scrambled,,302541.0,ffa1d197-25af-43a9-ae61-05ab20a0a5be,8729.0,9575.0,513020.0,42487.0,14473.0,,,26909.0,Scrambled,Scrambled,2023-11-22T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,34.0,34,,,8314441.0,http://cdn.usatsimg.com/api/download/?imageID=21307591,http://cdn.usatsimg.com/api/download/?imageID=21307587,2023-08-30T16:52:52,2023-08-30T16:52:40
14967,,,Le'Veon,Bell,RB,Inactive,"6'1""",225,1992-02-18T00:00:00,Michigan State,4,RB,False,OFF,Le'Veon Bell,31.0,8th Season,"February 18, 1992",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14967.png,,LAR,0,L.Bell,489.7,Scrambled,Scrambled,,,,PIT,2013.0,1.0,33.0,False,6,1,14,3.0,Scrambled,,300101.0,7735c02a-ee75-447c-86e6-6c2168500050,8390.0,8617.0,543654.0,49418.0,18362.0,28181.0,543654.0,26671.0,Scrambled,Scrambled,,Scrambled,Le'Veon Bell,Le'Veon Bell,Le'Veon Bell,,Scrambled,Scrambled,False,,,,,0,543654.0,Le'Veon Bell,8291792.0,http://cdn.usatsimg.com/api/download/?imageID=17068161,http://cdn.usatsimg.com/api/download/?imageID=17074558,2021-10-31T14:56:30,2021-11-01T13:17:15
14974,LAC,95.0,Nick,Williams,DL,Active,"6'4""",310,1990-02-21T00:00:00,Samford,4,DL,True,DEF,Nick Williams,33.0,9th Season,"February 21, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14974.png,5.0,LV,15,N.Williams,,Scrambled,Scrambled,0.0,,LAC,PIT,2013.0,3.0,152.0,False,6,4,11,,Scrambled,,301668.0,e03775ef-3287-476c-9386-ff16ea31d7b8,,8969.0,459747.0,69255.0,14551.0,,,26846.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,29.0,29,,,8314067.0,http://cdn.usatsimg.com/api/download/?imageID=21365456,http://cdn.usatsimg.com/api/download/?imageID=21365454,2023-09-07T21:33:26,2023-09-07T21:33:20
14983,,,Blidi,Wreh-Wilson,CB,Inactive,"6'1""",190,1989-12-05T00:00:00,Connecticut,4,DB,False,DEF,Blidi Wreh-Wilson,34.0,8th Season,"December 5, 1989",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14983.png,,LAR,0,B.Wreh-Wilson,,Scrambled,Scrambled,,,,TEN,2013.0,1.0,48.0,False,6,1,14,,Scrambled,,300487.0,829307ad-fb1d-4c7b-b073-3098be9464e7,,8646.0,465095.0,36379.0,19042.0,,,26693.0,Scrambled,Scrambled,,Scrambled,,Blidi Wreh-Wilson,Blidi Wreh-Wilson,,Scrambled,Scrambled,False,,,,,0,,,8277446.0,http://cdn.usatsimg.com/api/download/?imageID=16696948,http://cdn.usatsimg.com/api/download/?imageID=16696972,2021-09-06T11:24:22,2021-09-06T11:25:10
14985,,,Ryan,Griffin,TE,Inactive,"6'6""",255,1990-01-11T00:00:00,Connecticut,5,TE,False,OFF,Ryan Griffin,33.0,11th Season,"January 11, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14985.png,,MIN,0,R.Griffin,512.9,Scrambled,Scrambled,,,,HOU,2013.0,3.0,137.0,False,6,6,5,5.0,Scrambled,,301449.0,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,8600.0,8911.0,465129.0,36347.0,18546.0,34073.0,465129.0,26824.0,Scrambled,Scrambled,,Scrambled,Ryan Griffin,Ryan Griffin,Ryan Griffin,,Scrambled,Scrambled,False,,,,,0,465129.0,Ryan Griffin,8297763.0,http://cdn.usatsimg.com/api/download/?imageID=18986799,http://cdn.usatsimg.com/api/download/?imageID=18986798,2022-09-04T09:45:50,2022-09-04T09:45:41
14986,TEN,10.0,DeAndre,Hopkins,WR,Active,"6'1""",212,1992-06-06T00:00:00,Clemson,5,WR,True,OFF,DeAndre Hopkins,31.0,11th Season,"June 6, 1992",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14986.png,7.0,MIA,14,D.Hopkins,35.5,Scrambled,Scrambled,0.0,3.0,TEN,HOU,2013.0,0.0,18.0,False,6,1,5,11.0,Scrambled,4228.0,301057.0,5c48ade7-4b9a-4757-9643-87a6e3839e2b,8404.0,8619.0,560241.0,46230.0,18584.0,16606.0,560241.0,26650.0,Scrambled,Scrambled,,Scrambled,DeAndre Hopkins,DeAndre Hopkins,DeAndre Hopkins,0.0,Scrambled,Scrambled,False,4910.0,4228.0,12.0,34.0,34,560241.0,DeAndre Hopkins,8314440.0,http://cdn.usatsimg.com/api/download/?imageID=21307543,http://cdn.usatsimg.com/api/download/?imageID=21322489,2023-08-30T16:49:58,2023-09-01T16:13:02
14988,MIN,76.0,David,Quessenberry,OT,Active,"6'5""",310,1990-08-24T00:00:00,San Jose State,3,OL,True,OFF,David Quessenberry,33.0,6th Season,"August 24, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14988.png,13.0,CIN,15,D.Quessenberry,,Scrambled,Scrambled,1.0,71.0,MIN,HOU,2013.0,3.0,120.0,False,6,5,17,,Scrambled,,300627.0,496680c4-2432-481b-883c-6f311da3a4a3,,8829.0,469806.0,44111.0,18807.0,,,26799.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,20.0,20,,,8314556.0,http://cdn.usatsimg.com/api/download/?imageID=21351350,http://cdn.usatsimg.com/api/download/?imageID=21370154,2023-09-05T17:10:23,2023-09-08T14:25:01
14989,,,D.J.,Swearinger,FS,Inactive,"5'10""",205,1991-09-01T00:00:00,South Carolina,4,DB,False,DEF,D.J. Swearinger,32.0,9th Season,"September 1, 1991",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14989.png,,JAX,0,D.Swearinger,,Scrambled,Scrambled,,,,HOU,2013.0,1.0,39.0,False,5,10,16,,Scrambled,,302885.0,5486420b-b40c-4e7c-ab47-9d70b1673c3b,8455.0,8690.0,504330.0,42053.0,18921.0,,,26680.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8252564.0,http://cdn.usatsimg.com/api/download/?imageID=13240403,http://cdn.usatsimg.com/api/download/?imageID=13264024,2019-08-21T14:28:41,2019-08-26T12:23:06
